"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"201706A033022",2017,"06A033022",388081,396222,"-2.180989","53.462622","Greater Manchester","Serious",1,1,2017-07-19,"Wednesday",16:15:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",30,"Slip road","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005186",2017-07-19 16:15:00
"201706A033041",2017,"06A033041",388030,400212,"-2.18191","53.498485","Greater Manchester","Slight",1,1,2017-07-17,"Monday",16:50:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005261",2017-07-17 16:50:00
"201706A033055",2017,"06A033055",384195,397834,"-2.239599","53.477008","Greater Manchester","Slight",2,1,2017-07-15,"Saturday",03:30:00,"Manchester","E08000003","E08000003","A",NA,"One way street",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033653",2017-07-15 03:30:00
"201706A033056",2017,"06A033056",384597,398728,"-2.233586","53.485056","Greater Manchester","Slight",2,1,2017-07-13,"Thursday",14:30:00,"Manchester","E08000003","E08000003","A",NA,"One way street",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033667",2017-07-13 14:30:00
"201706A033066",2017,"06A033066",384215,397807,"-2.239297","53.476766","Greater Manchester","Slight",2,1,2017-07-08,"Saturday",10:35:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033653",2017-07-08 10:35:00
"201706A033077",2017,"06A033077",385786,399714,"-2.215714","53.493952","Greater Manchester","Serious",2,1,2017-07-13,"Thursday",18:20:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005129",2017-07-13 18:20:00
"201706A033116",2017,"06A033116",389199,397306,"-2.164187","53.47239","Greater Manchester","Slight",3,1,2017-07-20,"Thursday",16:34:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005108",2017-07-20 16:34:00
"201706A033127",2017,"06A033127",388517,396319,"-2.174425","53.463504","Greater Manchester","Serious",1,1,2017-07-20,"Thursday",15:30:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005189",2017-07-20 15:30:00
"201706A033136",2017,"06A033136",388855,396343,"-2.169335","53.463727","Greater Manchester","Slight",2,2,2017-07-09,"Sunday",12:00:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005191",2017-07-09 12:00:00
"201706A033245",2017,"06A033245",383853,401717,"-2.244953","53.511899","Greater Manchester","Slight",2,1,2017-04-26,"Wednesday",17:00:00,"Manchester","E08000003","E08000003","A",NA,"One way street",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005142",2017-04-26 17:00:00
"201706A033269",2017,"06A033269",388430,395255,"-2.175696","53.453938","Greater Manchester","Slight",2,1,2017-07-20,"Thursday",15:30:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","Control by school crossing patrol","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005195",2017-07-20 15:30:00
"201706A033290",2017,"06A033290",385232,399082,"-2.224034","53.488256","Greater Manchester","Serious",3,1,2017-07-19,"Wednesday",11:30:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005130",2017-07-19 11:30:00
"201706A033311",2017,"06A033311",387782,398048,"-2.185564","53.479028","Greater Manchester","Serious",2,1,2017-07-26,"Wednesday",11:25:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005107",2017-07-26 11:25:00
"201706A033325",2017,"06A033325",386288,397594,"-2.208054","53.47491","Greater Manchester","Serious",2,1,2017-07-20,"Thursday",18:15:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005105",2017-07-20 18:15:00
"201706A033368",2017,"06A033368",386798,401919,"-2.200554","53.513798","Greater Manchester","Slight",1,1,2017-07-23,"Sunday",19:25:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005224",2017-07-23 19:25:00
"201706A033377",2017,"06A033377",385039,398140,"-2.226898","53.479783","Greater Manchester","Slight",2,1,2017-07-29,"Saturday",18:41:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033661",2017-07-29 18:41:00
"201706A033381",2017,"06A033381",384382,398681,"-2.236824","53.484627","Greater Manchester","Slight",2,1,2017-07-23,"Sunday",20:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033667",2017-07-23 20:00:00
"201706A033435",2017,"06A033435",383571,399558,"-2.249091","53.492485","Greater Manchester","Slight",2,1,2017-07-25,"Tuesday",01:55:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033674",2017-07-25 01:55:00
"201706A033448",2017,"06A033448",383164,397793,"-2.255131","53.476608","Greater Manchester","Slight",2,1,2017-06-30,"Friday",22:35:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","Zebra","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033682",2017-06-30 22:35:00
"201706A033451",2017,"06A033451",384661,398808,"-2.232626","53.485777","Greater Manchester","Slight",2,1,2017-07-18,"Tuesday",08:40:00,"Manchester","E08000003","E08000003","A",NA,"One way street",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine + high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033667",2017-07-18 08:40:00
"201706A033482",2017,"06A033482",387709,399982,"-2.18674","53.49641","Greater Manchester","Slight",2,2,2017-08-06,"Sunday",06:40:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005261",2017-08-06 06:40:00
"201706A033509",2017,"06A033509",383552,402162,"-2.249515","53.51589","Greater Manchester","Serious",1,1,2017-07-29,"Saturday",22:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Unknown","Wet or damp","None","None","Urban","No","Non-trunk","E01005165",2017-07-29 22:30:00
"201706A033529",2017,"06A033529",389561,395383,"-2.158669","53.455113","Greater Manchester","Serious",1,1,2017-08-06,"Sunday",17:40:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005193",2017-08-06 17:40:00
"201706A033530",2017,"06A033530",384637,398096,"-2.232953","53.479376","Greater Manchester","Slight",2,1,2017-07-20,"Thursday",02:02:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033654",2017-07-20 02:02:00
"201706A033543",2017,"06A033543",384416,400393,"-2.236397","53.500016","Greater Manchester","Slight",2,2,2017-07-31,"Monday",17:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005147",2017-07-31 17:30:00
"201706A033575",2017,"06A033575",384302,400914,"-2.238142","53.504695","Greater Manchester","Slight",1,1,2017-07-05,"Wednesday",21:24:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Unknown","Dry","None","None","Urban","Yes","Non-trunk","E01005143",2017-07-05 21:24:00
"201706A033614",2017,"06A033614",385712,400555,"-2.216868","53.501509","Greater Manchester","Serious",3,1,2017-08-06,"Sunday",13:47:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033679",2017-08-06 13:47:00
"201706A033633",2017,"06A033633",383707,399310,"-2.247029","53.49026","Greater Manchester","Slight",2,1,2017-08-02,"Wednesday",12:34:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033674",2017-08-02 12:34:00
"201706A033671",2017,"06A033671",384299,398031,"-2.238042","53.478782","Greater Manchester","Slight",1,1,2017-08-02,"Wednesday",18:58:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033653",2017-08-02 18:58:00
"201706A033680",2017,"06A033680",387138,400901,"-2.195385","53.504656","Greater Manchester","Slight",2,1,2017-07-25,"Tuesday",11:20:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","B",NA,"None within 50 metres","Central refuge","Daylight","Fine no high winds","Dry","Road sign or marking defective or obscured","None","Urban","No","Non-trunk","E01005228",2017-07-25 11:20:00
"201706A033705",2017,"06A033705",385966,401674,"-2.213089","53.511574","Greater Manchester","Serious",1,1,2017-08-12,"Saturday",17:28:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005205",2017-08-12 17:28:00
"201706A033708",2017,"06A033708",383675,397625,"-2.247423","53.475114","Greater Manchester","Slight",2,1,2017-08-07,"Monday",15:15:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033677",2017-08-07 15:15:00
"201706A033709",2017,"06A033709",383792,399116,"-2.245737","53.488519","Greater Manchester","Slight",2,1,2017-07-23,"Sunday",13:45:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033674",2017-07-23 13:45:00
"201706A033732",2017,"06A033732",385805,404407,"-2.215642","53.536135","Greater Manchester","Serious",2,1,2017-08-10,"Thursday",20:30:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Mini-roundabout","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005099",2017-08-10 20:30:00
"201706A033737",2017,"06A033737",387958,398505,"-2.182929","53.48314","Greater Manchester","Slight",2,1,2017-08-08,"Tuesday",09:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005092",2017-08-08 09:00:00
"201706A033751",2017,"06A033751",384649,398703,"-2.232802","53.484832","Greater Manchester","Slight",2,1,2017-08-06,"Sunday",19:05:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033667",2017-08-06 19:05:00
"201706A033780",2017,"06A033780",387971,398686,"-2.18274","53.484767","Greater Manchester","Slight",2,1,2017-08-08,"Tuesday",12:35:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005092",2017-08-08 12:35:00
"201706A033819",2017,"06A033819",387579,399894,"-2.188696","53.495616","Greater Manchester","Slight",1,3,2017-08-13,"Sunday",19:30:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005257",2017-08-13 19:30:00
"201706A033937",2017,"06A033937",384830,399195,"-2.230098","53.48926","Greater Manchester","Slight",2,3,2017-08-15,"Tuesday",13:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033651",2017-08-15 13:30:00
"201706A033958",2017,"06A033958",383911,397877,"-2.243881","53.477386","Greater Manchester","Serious",2,1,2017-08-11,"Friday",08:15:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Unknown","Dry","None","None","Urban","No","Non-trunk","E01033677",2017-08-11 08:15:00
"201706A034013",2017,"06A034013",383697,402023,"-2.247321","53.514645","Greater Manchester","Slight",1,1,2017-08-15,"Tuesday",16:05:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005165",2017-08-15 16:05:00
"201706A034047",2017,"06A034047",384438,400495,"-2.236071","53.500933","Greater Manchester","Serious",1,1,2017-08-11,"Friday",15:25:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005147",2017-08-11 15:25:00
"201706A034050",2017,"06A034050",383841,400599,"-2.245076","53.50185","Greater Manchester","Slight",2,2,2017-07-06,"Thursday",17:23:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033675",2017-07-06 17:23:00
"201706A034088",2017,"06A034088",384306,400167,"-2.238044","53.497981","Greater Manchester","Slight",2,1,2017-08-06,"Sunday",18:10:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005147",2017-08-06 18:10:00
"201706A034119",2017,"06A034119",387381,394309,"-2.191454","53.445411","Greater Manchester","Slight",2,1,2017-07-12,"Wednesday",15:07:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005221",2017-07-12 15:07:00
"201706A034152",2017,"06A034152",388323,400307,"-2.177497","53.499345","Greater Manchester","Slight",2,1,2017-08-22,"Tuesday",17:30:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005259",2017-08-22 17:30:00
"201706A034176",2017,"06A034176",387635,398517,"-2.187797","53.48324","Greater Manchester","Slight",2,3,2017-08-19,"Saturday",14:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033669",2017-08-19 14:00:00
"201706A034192",2017,"06A034192",386746,401214,"-2.201308","53.50746","Greater Manchester","Slight",1,1,2017-08-20,"Sunday",14:57:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005227",2017-08-20 14:57:00
"201706A034206",2017,"06A034206",384867,398483,"-2.229506","53.482861","Greater Manchester","Slight",2,1,2017-08-25,"Friday",17:25:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033659",2017-08-25 17:25:00
"201706A034249",2017,"06A034249",383598,402842,"-2.248858","53.522003","Greater Manchester","Slight",1,1,2017-01-17,"Tuesday",08:30:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","Central refuge","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005160",2017-01-17 08:30:00
"201706A034266",2017,"06A034266",386302,403996,"-2.208125","53.532454","Greater Manchester","Slight",2,3,2017-08-19,"Saturday",21:18:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005099",2017-08-19 21:18:00
"201706A034293",2017,"06A034293",389990,397333,"-2.152272","53.472648","Greater Manchester","Serious",2,1,2017-08-18,"Friday",08:02:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033666",2017-08-18 08:02:00
"201706A034306",2017,"06A034306",383983,397210,"-2.242762","53.471393","Greater Manchester","Serious",1,1,2017-08-27,"Sunday",23:15:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Dual carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033656",2017-08-27 23:15:00
"201706A034330",2017,"06A034330",385792,398515,"-2.215569","53.483175","Greater Manchester","Slight",2,1,2017-08-13,"Sunday",13:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033663",2017-08-13 13:00:00
"201706A034333",2017,"06A034333",385480,399336,"-2.220308","53.490546","Greater Manchester","Serious",3,1,2017-08-02,"Wednesday",15:45:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005129",2017-08-02 15:45:00
"201706A034429",2017,"06A034429",383465,399755,"-2.250699","53.494252","Greater Manchester","Serious",2,1,2017-08-21,"Monday",18:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033674",2017-08-21 18:00:00
"201706A034438",2017,"06A034438",387139,401542,"-2.195396","53.510418","Greater Manchester","Serious",2,1,2017-08-29,"Tuesday",23:30:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005226",2017-08-29 23:30:00
