"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"2017067385992",2017,"067385992",380589,385773,"-2.293184","53.368478","Greater Manchester","Slight",2,2,2017-11-30,"Thursday",16:12:00,"Manchester","E08000003","E08000003","Motorway",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Dry","None","None","Urban","Yes","Trunk (Roads managed by Highways England)","E01005316",2017-11-30 16:12:00
"201706A020801",2017,"06A020801",389088,402721,"-2.166049","53.52106","Greater Manchester","Serious",1,1,2017-01-25,"Wednesday",08:50:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",40,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005251",2017-01-25 08:50:00
"201706A021700",2017,"06A021700",384814,401800,"-2.230466","53.512674","Greater Manchester","Slight",2,3,2017-02-08,"Wednesday",17:45:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005167",2017-02-08 17:45:00
"201706A024723",2017,"06A024723",387787,402908,"-2.185679","53.522711","Greater Manchester","Fatal",1,1,2017-01-05,"Thursday",17:57:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033687",2017-01-05 17:57:00
"201706A025025",2017,"06A025025",385576,400666,"-2.218923","53.502503","Greater Manchester","Slight",1,1,2017-01-02,"Monday",14:15:00,"Manchester","E08000003","E08000003","A",NA,"One way street",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005203",2017-01-02 14:15:00
"201706A025555",2017,"06A025555",383604,398004,"-2.248513","53.478518","Greater Manchester","Slight",2,1,2017-01-01,"Sunday",23:30:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033677",2017-01-01 23:30:00
"201706A025618",2017,"06A025618",384831,397478,"-2.23","53.473827","Greater Manchester","Slight",2,3,2017-01-03,"Tuesday",11:35:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"More than 4 arms (not roundabout)","Auto traffic signal","A(M)",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine + high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005066",2017-01-03 11:35:00
"201706A025646",2017,"06A025646",384212,399908,"-2.239448","53.49565","Greater Manchester","Slight",2,3,2017-01-06,"Friday",01:05:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005147",2017-01-06 01:05:00
"201706A025665",2017,"06A025665",384122,398255,"-2.240721","53.48079","Greater Manchester","Slight",2,1,2017-01-08,"Sunday",16:50:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",20,"Crossroads","Stop sign","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033658",2017-01-08 16:50:00
"201706A025738",2017,"06A025738",383648,398255,"-2.247863","53.480776","Greater Manchester","Slight",2,1,2017-01-01,"Sunday",01:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033658",2017-01-01 01:00:00
"201706A025806",2017,"06A025806",384831,397519,"-2.230002","53.474196","Greater Manchester","Slight",1,1,2017-01-10,"Tuesday",17:20:00,"Manchester","E08000003","E08000003","A",NA,"Slip road",30,"Crossroads","Auto traffic signal","A(M)",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033654",2017-01-10 17:20:00
"201706A025814",2017,"06A025814",389143,395957,"-2.164984","53.460263","Greater Manchester","Slight",2,1,2017-01-10,"Tuesday",13:05:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005192",2017-01-10 13:05:00
"201706A025816",2017,"06A025816",384275,398455,"-2.238425","53.482592","Greater Manchester","Slight",1,1,2017-01-11,"Wednesday",11:40:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033658",2017-01-11 11:40:00
"201706A025823",2017,"06A025823",384158,399030,"-2.240217","53.487757","Greater Manchester","Slight",1,1,2017-01-08,"Sunday",05:50:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033658",2017-01-08 05:50:00
"201706A025825",2017,"06A025825",384927,396041,"-2.228484","53.460914","Greater Manchester","Slight",2,1,2017-01-31,"Tuesday",09:00:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005209",2017-01-31 09:00:00
"201706A025829",2017,"06A025829",384197,398412,"-2.239598","53.482203","Greater Manchester","Slight",2,1,2017-01-09,"Monday",17:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Other","Dry","None","None","Urban","No","Non-trunk","E01033658",2017-01-09 17:00:00
"201706A025848",2017,"06A025848",387974,396200,"-2.182599","53.462422","Greater Manchester","Slight",2,1,2017-01-29,"Sunday",00:58:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Other","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005201",2017-01-29 00:58:00
"201706A025873",2017,"06A025873",386737,399252,"-2.20136","53.489824","Greater Manchester","Slight",2,4,2017-01-13,"Friday",14:35:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine + high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005257",2017-01-13 14:35:00
"201706A025882",2017,"06A025882",388964,400034,"-2.167824","53.496905","Greater Manchester","Serious",2,1,2017-01-13,"Friday",14:13:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005260",2017-01-13 14:13:00
"201706A025903",2017,"06A025903",385096,396427,"-2.225957","53.464388","Greater Manchester","Slight",1,1,2017-01-18,"Wednesday",20:00:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005062",2017-01-18 20:00:00
"201706A025947",2017,"06A025947",385874,402765,"-2.214526","53.521378","Greater Manchester","Slight",2,1,2017-01-19,"Thursday",08:15:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005140",2017-01-19 08:15:00
"201706A025958",2017,"06A025958",383840,400551,"-2.245088","53.501418","Greater Manchester","Slight",2,1,2017-01-23,"Monday",09:32:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","B",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033675",2017-01-23 09:32:00
"201706A025966",2017,"06A025966",386239,403865,"-2.20907","53.531275","Greater Manchester","Serious",1,1,2017-01-14,"Saturday",23:39:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005136",2017-01-14 23:39:00
"201706A025978",2017,"06A025978",384147,397888,"-2.240325","53.477492","Greater Manchester","Slight",1,1,2017-01-19,"Thursday",16:35:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033653",2017-01-19 16:35:00
"201706A026047",2017,"06A026047",384831,397478,"-2.23","53.473827","Greater Manchester","Serious",2,4,2017-01-30,"Monday",19:15:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A(M)",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005066",2017-01-30 19:15:00
"201706A026063",2017,"06A026063",385020,400843,"-2.227314","53.504078","Greater Manchester","Slight",2,1,2017-01-24,"Tuesday",07:35:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Private drive or entrance","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005146",2017-01-24 07:35:00
"201706A026065",2017,"06A026065",388027,396232,"-2.181802","53.462711","Greater Manchester","Slight",3,2,2017-01-28,"Saturday",04:20:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","B",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005186",2017-01-28 04:20:00
"201706A026070",2017,"06A026070",385948,400315,"-2.213299","53.499358","Greater Manchester","Serious",1,1,2017-01-25,"Wednesday",17:42:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033678",2017-01-25 17:42:00
"201706A026072",2017,"06A026072",384874,398488,"-2.229401","53.482907","Greater Manchester","Slight",2,1,2017-01-27,"Friday",23:00:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033659",2017-01-27 23:00:00
"201706A026092",2017,"06A026092",384254,404479,"-2.239047","53.536737","Greater Manchester","Slight",2,1,2017-01-26,"Thursday",14:45:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005098",2017-01-26 14:45:00
"201706A026113",2017,"06A026113",384806,399174,"-2.230459","53.489071","Greater Manchester","Slight",1,1,2017-01-23,"Monday",15:20:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033651",2017-01-23 15:20:00
"201706A026137",2017,"06A026137",384465,400876,"-2.235683","53.504359","Greater Manchester","Slight",2,2,2017-01-19,"Thursday",09:24:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033676",2017-01-19 09:24:00
"201706A026139",2017,"06A026139",388480,398005,"-2.175045","53.478657","Greater Manchester","Slight",2,1,2017-01-20,"Friday",06:55:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005107",2017-01-20 06:55:00
"201706A026181",2017,"06A026181",387086,401931,"-2.196211","53.513913","Greater Manchester","Slight",1,1,2017-01-14,"Saturday",13:28:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01005226",2017-01-14 13:28:00
"201706A026216",2017,"06A026216",385940,403239,"-2.213552","53.52564","Greater Manchester","Slight",2,1,2017-02-08,"Wednesday",17:59:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005136",2017-02-08 17:59:00
"201706A026287",2017,"06A026287",387438,399793,"-2.190817","53.494704","Greater Manchester","Serious",2,1,2017-02-09,"Thursday",18:18:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005257",2017-02-09 18:18:00
"201706A026395",2017,"06A026395",386130,403661,"-2.210705","53.529438","Greater Manchester","Serious",4,4,2017-02-18,"Saturday",21:45:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005136",2017-02-18 21:45:00
"201706A026400",2017,"06A026400",385087,403367,"-2.226425","53.526767","Greater Manchester","Slight",3,2,2017-01-11,"Wednesday",14:53:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005103",2017-01-11 14:53:00
"201706A026419",2017,"06A026419",383667,399389,"-2.247635","53.490969","Greater Manchester","Serious",2,1,2017-02-03,"Friday",07:20:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033674",2017-02-03 07:20:00
"201706A026440",2017,"06A026440",384067,401303,"-2.241705","53.508185","Greater Manchester","Fatal",1,1,2017-02-21,"Tuesday",14:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"More than 4 arms (not roundabout)","Auto traffic signal","B",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005145",2017-02-21 14:00:00
"201706A026521",2017,"06A026521",384448,397743,"-2.235783","53.476198","Greater Manchester","Slight",1,1,2017-01-28,"Saturday",03:35:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005128",2017-01-28 03:35:00
"201706A026573",2017,"06A026573",387083,400437,"-2.196195","53.500484","Greater Manchester","Slight",2,1,2017-01-26,"Thursday",15:40:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Other","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005257",2017-01-26 15:40:00
"201706A026630",2017,"06A026630",384175,397980,"-2.239908","53.47832","Greater Manchester","Slight",2,1,2017-01-14,"Saturday",20:55:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",20,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Unknown","Dry","None","None","Urban","No","Non-trunk","E01033653",2017-01-14 20:55:00
"201706A026799",2017,"06A026799",384231,397971,"-2.239064","53.478241","Greater Manchester","Serious",1,1,2017-02-27,"Monday",16:21:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033653",2017-02-27 16:21:00
"201706A026935",2017,"06A026935",388443,401572,"-2.175735","53.510718","Greater Manchester","Slight",2,1,2017-03-02,"Thursday",08:57:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01005248",2017-03-02 08:57:00
"201706A026955",2017,"06A026955",388634,398798,"-2.172753","53.485789","Greater Manchester","Slight",2,1,2017-02-01,"Wednesday",16:00:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005093",2017-02-01 16:00:00
"201706A026970",2017,"06A026970",387656,396348,"-2.187395","53.463745","Greater Manchester","Slight",2,1,2017-02-01,"Wednesday",17:19:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005186",2017-02-01 17:19:00
"201706A026981",2017,"06A026981",388174,394763,"-2.179532","53.44951","Greater Manchester","Slight",2,1,2017-01-31,"Tuesday",09:00:00,"Manchester","E08000003","E08000003","B",NA,"Dual carriageway",30,"More than 4 arms (not roundabout)","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Control by school crossing patrol","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01005200",2017-01-31 09:00:00
"201706A027015",2017,"06A027015",388858,397374,"-2.169327","53.472994","Greater Manchester","Slight",2,1,2017-01-27,"Friday",14:20:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005108",2017-01-27 14:20:00
"201706A027022",2017,"06A027022",387184,397514,"-2.194552","53.474214","Greater Manchester","Slight",2,2,2017-02-09,"Thursday",15:10:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005106",2017-02-09 15:10:00
"201706A027030",2017,"06A027030",387156,398345,"-2.195008","53.481682","Greater Manchester","Serious",2,1,2017-02-09,"Thursday",19:45:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005106",2017-02-09 19:45:00
"201706A027062",2017,"06A027062",384099,397545,"-2.241031","53.474408","Greater Manchester","Slight",2,1,2017-02-04,"Saturday",22:10:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033662",2017-02-04 22:10:00
"201706A027083",2017,"06A027083",386936,401288,"-2.198446","53.50813","Greater Manchester","Slight",2,1,2017-02-07,"Tuesday",13:10:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005228",2017-02-07 13:10:00
"201706A027084",2017,"06A027084",387429,401478,"-2.191021","53.50985","Greater Manchester","Slight",2,1,2017-02-07,"Tuesday",15:00:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005225",2017-02-07 15:00:00
"201706A027085",2017,"06A027085",384697,398755,"-2.232081","53.485301","Greater Manchester","Slight",2,1,2017-02-03,"Friday",22:45:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033667",2017-02-03 22:45:00
"201706A027091",2017,"06A027091",384165,399042,"-2.240112","53.487865","Greater Manchester","Slight",1,1,2017-02-05,"Sunday",03:40:00,"Manchester","E08000003","E08000003","A",NA,"One way street",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033658",2017-02-05 03:40:00
"201706A027099",2017,"06A027099",386662,401567,"-2.202589","53.51063","Greater Manchester","Slight",2,1,2017-02-08,"Wednesday",20:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005227",2017-02-08 20:00:00
