"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"202006A168594",2020,"06A168594",386737,399256,-2.20136,53.48986,"Greater Manchester","Slight",2,1,2020-01-30,"Thursday",17:39:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine + high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005257",2020-01-30 17:39:00
"202006A168643",2020,"06A168643",384662,398213,-2.232582,53.480429,"Greater Manchester","Slight",1,2,2020-02-15,"Saturday",18:45:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033653",2020-02-15 18:45:00
"202006A168772",2020,"06A168772",384362,397526,-2.237068,53.474245,"Greater Manchester","Slight",2,2,2020-02-18,"Tuesday",03:05:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005128",2020-02-18 03:05:00
"202006A168973",2020,"06A168973",385974,402213,-2.212993,53.516419,"Greater Manchester","Slight",2,1,2020-02-15,"Saturday",01:20:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005205",2020-02-15 01:20:00
"202006A169036",2020,"06A169036",385754,397629,-2.216101,53.47521,"Greater Manchester","Slight",2,2,2020-02-06,"Thursday",12:34:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","Other object on road","Urban","Yes","Non-trunk","E01005061",2020-02-06 12:34:00
"202006A169083",2020,"06A169083",384793,398903,-2.230641,53.486634,"Greater Manchester","Slight",2,1,2020-02-16,"Sunday",17:56:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033651",2020-02-16 17:56:00
"202006A169106",2020,"06A169106",384433,397890,-2.236016,53.477519,"Greater Manchester","Slight",1,2,2020-02-23,"Sunday",01:39:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining + high winds","Wet or damp","Roadworks","None","Urban","Yes","Non-trunk","E01005128",2020-02-23 01:39:00
"202006A169239",2020,"06A169239",384310,401493,-2.238051,53.5099,"Greater Manchester","Slight",1,1,2020-02-16,"Sunday",17:36:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005149",2020-02-16 17:36:00
"202006A169244",2020,"06A169244",383513,397932,-2.24988,53.477868,"Greater Manchester","Slight",2,1,2020-02-29,"Saturday",19:45:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033658",2020-02-29 19:45:00
"202006A169269",2020,"06A169269",385216,398260,-2.224236,53.480867,"Greater Manchester","Serious",2,1,2020-04-26,"Sunday",07:25:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033663",2020-04-26 07:25:00
"202006A169384",2020,"06A169384",384532,397294,-2.234495,53.472165,"Greater Manchester","Slight",2,1,2020-02-10,"Monday",10:45:00,"Manchester","E08000003","E08000003","A(M)",NA,"Dual carriageway",50,"Slip road","Give way or uncontrolled","A(M)",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005066",2020-02-10 10:45:00
"202006A169448",2020,"06A169448",383990,401071,-2.242854,53.506097,"Greater Manchester","Slight",2,3,2020-01-15,"Wednesday",17:55:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"Crossroads","Authorised person","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005147",2020-01-15 17:55:00
"202006A169867",2020,"06A169867",383905,400013,-2.244081,53.496585,"Greater Manchester","Slight",2,2,2020-02-25,"Tuesday",20:30:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033674",2020-02-25 20:30:00
"202006A169886",2020,"06A169886",387183,396949,-2.194544,53.469135,"Greater Manchester","Slight",2,2,2020-03-04,"Wednesday",19:30:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005067",2020-03-04 19:30:00
"202006A169900",2020,"06A169900",388202,395891,-2.179153,53.45965,"Greater Manchester","Slight",1,1,2020-02-06,"Thursday",08:58:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005201",2020-02-06 08:58:00
"202006A170044",2020,"06A170044",387235,399644,-2.193871,53.49336,"Greater Manchester","Slight",2,4,2020-03-10,"Tuesday",16:06:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005257",2020-03-10 16:06:00
"202006A170111",2020,"06A170111",383649,397129,-2.247789,53.470655,"Greater Manchester","Slight",2,1,2020-03-14,"Saturday",13:00:00,"Manchester","E08000003","E08000003","A(M)",NA,"Dual carriageway",30,"Slip road","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033656",2020-03-14 13:00:00
"202006A170343",2020,"06A170343",384299,397845,-2.238033,53.47711,"Greater Manchester","Slight",1,1,2020-03-14,"Saturday",23:15:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033653",2020-03-14 23:15:00
"202006A170351",2020,"06A170351",385333,398086,-2.222465,53.479306,"Greater Manchester","Slight",3,1,2020-03-24,"Tuesday",12:22:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033661",2020-03-24 12:22:00
"202006A170458",2020,"06A170458",388616,396060,-2.172925,53.461178,"Greater Manchester","Fatal",2,1,2020-04-08,"Wednesday",17:15:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005189",2020-04-08 17:15:00
"202006A170518",2020,"06A170518",384556,397794,-2.234158,53.476659,"Greater Manchester","Slight",2,1,2020-03-06,"Friday",19:16:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033654",2020-03-06 19:16:00
"202006A170649",2020,"06A170649",387076,400444,-2.1963,53.500547,"Greater Manchester","Slight",2,1,2020-04-14,"Tuesday",09:10:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"More than 4 arms (not roundabout)","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Central refuge","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005257",2020-04-14 09:10:00
"202006A170762",2020,"06A170762",387365,394592,-2.191707,53.447954,"Greater Manchester","Slight",2,2,2020-04-01,"Wednesday",14:50:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005194",2020-04-01 14:50:00
"202006A171184",2020,"06A171184",384171,399039,-2.240022,53.487838,"Greater Manchester","Slight",2,1,2020-05-06,"Wednesday",17:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033658",2020-05-06 17:00:00
"202006A171420",2020,"06A171420",388866,396292,-2.169168,53.463269,"Greater Manchester","Slight",2,1,2020-05-25,"Monday",08:05:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005191",2020-05-25 08:05:00
"202006A171476",2020,"06A171476",386718,403830,-2.201842,53.530973,"Greater Manchester","Slight",2,2,2020-05-19,"Tuesday",18:10:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005135",2020-05-19 18:10:00
"202006A171671",2020,"06A171671",384234,397951,-2.239018,53.478061,"Greater Manchester","Slight",2,1,2020-05-29,"Friday",20:20:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033653",2020-05-29 20:20:00
"202006A171871",2020,"06A171871",385787,398231,-2.215631,53.480622,"Greater Manchester","Slight",2,1,2020-06-06,"Saturday",22:58:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Zebra","Darkness - no lighting","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033688",2020-06-06 22:58:00
"202006A171903",2020,"06A171903",384935,398072,-2.228461,53.479169,"Greater Manchester","Slight",2,1,2020-06-08,"Monday",22:30:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Stop sign","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033661",2020-06-08 22:30:00
"202006A171976",2020,"06A171976",387682,399873,-2.187142,53.495429,"Greater Manchester","Serious",2,3,2020-06-13,"Saturday",20:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005257",2020-06-13 20:00:00
"202006A172043",2020,"06A172043",383713,397180,-2.246828,53.471115,"Greater Manchester","Slight",2,2,2020-06-02,"Tuesday",13:40:00,"Manchester","E08000003","E08000003","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","Roadworks","None","Urban","No","Non-trunk","E01033656",2020-06-02 13:40:00
"202006A172167",2020,"06A172167",385165,400628,-2.225117,53.50215,"Greater Manchester","Slight",1,1,2020-06-16,"Tuesday",17:20:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033676",2020-06-16 17:20:00
"202006A172260",2020,"06A172260",387336,394708,-2.192148,53.448996,"Greater Manchester","Slight",2,1,2020-06-17,"Wednesday",23:25:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005194",2020-06-17 23:25:00
"202006A172404",2020,"06A172404",384864,400848,-2.229666,53.504119,"Greater Manchester","Serious",1,1,2020-06-15,"Monday",01:40:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005146",2020-06-15 01:40:00
"202006A172407",2020,"06A172407",385775,399726,-2.21588,53.494059,"Greater Manchester","Slight",2,1,2020-06-20,"Saturday",18:27:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005129",2020-06-20 18:27:00
"202006A172426",2020,"06A172426",389643,395662,-2.157443,53.457622,"Greater Manchester","Serious",1,1,2020-06-11,"Thursday",18:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005193",2020-06-11 18:00:00
"202006A172431",2020,"06A172431",388978,396308,-2.167481,53.463415,"Greater Manchester","Serious",2,1,2020-06-25,"Thursday",14:21:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005191",2020-06-25 14:21:00
"202006A172479",2020,"06A172479",385975,402212,-2.212977,53.51641,"Greater Manchester","Slight",2,1,2020-06-26,"Friday",11:55:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005205",2020-06-26 11:55:00
"202006A172724",2020,"06A172724",384134,398663,-2.24056,53.484458,"Greater Manchester","Slight",2,1,2020-06-26,"Friday",10:20:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Zebra","Daylight","Fine no high winds","Dry","None","Other object on road","Urban","No","Non-trunk","E01033658",2020-06-26 10:20:00
"202006A172735",2020,"06A172735",383617,397391,-2.248285,53.473009,"Greater Manchester","Slight",2,1,2020-07-08,"Wednesday",13:54:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033656",2020-07-08 13:54:00
"202006A172785",2020,"06A172785",388874,396255,-2.169046,53.462936,"Greater Manchester","Slight",2,1,2020-07-11,"Saturday",10:40:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005189",2020-07-11 10:40:00
"202006A172802",2020,"06A172802",385940,401859,-2.213489,53.513236,"Greater Manchester","Serious",1,1,2020-07-10,"Friday",16:38:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005205",2020-07-10 16:38:00
"202006A172864",2020,"06A172864",388559,398791,-2.173883,53.485724,"Greater Manchester","Serious",1,1,2020-07-13,"Monday",13:00:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005093",2020-07-13 13:00:00
"202006A173236",2020,"06A173236",384690,398586,-2.232178,53.483782,"Greater Manchester","Slight",2,1,2020-07-25,"Saturday",13:20:00,"Manchester","E08000003","E08000003","A",NA,"One way street",20,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033659",2020-07-25 13:20:00
"202006A173285",2020,"06A173285",388169,402466,-2.1799,53.518747,"Greater Manchester","Slight",2,1,2020-07-22,"Wednesday",21:10:00,"Manchester","E08000003","E08000003","B",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Central refuge","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005252",2020-07-22 21:10:00
