"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"201806E142862",2018,"06E142862",384586,397325,-2.233683,53.472445,"Greater Manchester","Slight",2,1,2018-04-15,"Sunday",02:10:00,"Manchester","E08000003","E08000003","A(M)",NA,"Dual carriageway",50,"Slip road","Give way or uncontrolled","A(M)",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005066",2018-04-15 02:10:00
"201806E142919",2018,"06E142919",384163,394968,-2.239937,53.451247,"Greater Manchester","Slight",1,1,2018-04-20,"Friday",16:03:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005240",2018-04-20 16:03:00
"201806E142960",2018,"06E142960",385147,395399,-2.225141,53.45515,"Greater Manchester","Slight",2,1,2018-04-24,"Tuesday",16:45:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Unknown","Wet or damp","None","None","Urban","No","Non-trunk","E01005288",2018-04-24 16:45:00
"201806E143004",2018,"06E143004",384166,395525,-2.23992,53.456254,"Greater Manchester","Slight",2,1,2018-04-14,"Saturday",18:45:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Unknown",30,"Crossroads","Stop sign","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Zebra","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005246",2018-04-14 18:45:00
"201806E143028",2018,"06E143028",386264,394807,-2.208293,53.449859,"Greater Manchester","Slight",4,2,2018-04-19,"Thursday",09:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005280",2018-04-19 09:00:00
"201806E143081",2018,"06E143081",387113,395181,-2.195525,53.453242,"Greater Manchester","Slight",1,1,2018-04-26,"Thursday",15:15:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005234",2018-04-26 15:15:00
"201806E143116",2018,"06E143116",384564,397333,-2.234015,53.472516,"Greater Manchester","Slight",2,1,2018-04-26,"Thursday",17:30:00,"Manchester","E08000003","E08000003","A(M)",NA,"Dual carriageway",50,"Slip road","Authorised person","A(M)",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033654",2018-04-26 17:30:00
"201806E143125",2018,"06E143125",383032,397223,-2.25709,53.47148,"Greater Manchester","Slight",2,1,2018-04-03,"Tuesday",19:00:00,"Manchester","E08000003","E08000003","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","A(M)",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033672",2018-04-03 19:00:00
"201806E143213",2018,"06E143213",385107,395850,-2.225764,53.459202,"Greater Manchester","Slight",2,1,2018-03-12,"Monday",19:08:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Central refuge","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033652",2018-03-12 19:08:00
"201806E143220",2018,"06E143220",385461,397317,-2.220501,53.472398,"Greater Manchester","Slight",2,1,2018-05-01,"Tuesday",10:33:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Unknown","Dry","None","None","Urban","Yes","Non-trunk","E01005065",2018-05-01 10:33:00
"201806E143274",2018,"06E143274",383592,395941,-2.248586,53.459975,"Greater Manchester","Slight",2,1,2018-05-01,"Tuesday",18:00:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005245",2018-05-01 18:00:00
"201806E143355",2018,"06E143355",386046,395265,-2.211596,53.45397,"Greater Manchester","Slight",1,1,2018-05-01,"Tuesday",19:36:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005236",2018-05-01 19:36:00
"201806E143357",2018,"06E143357",384892,395512,-2.228986,53.456158,"Greater Manchester","Slight",2,2,2018-04-28,"Saturday",01:45:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005285",2018-04-28 01:45:00
"201806E143464",2018,"06E143464",385314,395107,-2.222612,53.45253,"Greater Manchester","Slight",2,1,2018-04-15,"Sunday",12:00:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Control by other authorised person","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005284",2018-04-15 12:00:00
"201806E143747",2018,"06E143747",386783,395608,-2.200513,53.457072,"Greater Manchester","Slight",2,2,2018-05-14,"Monday",15:06:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005232",2018-05-14 15:06:00
"201806E143803",2018,"06E143803",387043,395658,-2.196599,53.457528,"Greater Manchester","Slight",2,1,2018-05-09,"Wednesday",08:30:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Authorised person","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Control by school crossing patrol","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005234",2018-05-09 08:30:00
"201806E143807",2018,"06E143807",383832,395856,-2.244967,53.459219,"Greater Manchester","Slight",2,3,2018-05-15,"Tuesday",18:10:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","B",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005208",2018-05-15 18:10:00
"201806E143871",2018,"06E143871",386552,395232,-2.203975,53.453687,"Greater Manchester","Slight",2,2,2018-05-08,"Tuesday",08:20:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005237",2018-05-08 08:20:00
"201806E143887",2018,"06E143887",385520,396110,-2.219556,53.461551,"Greater Manchester","Slight",3,1,2018-05-17,"Thursday",19:05:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Unknown","Dry","None","None","Urban","Yes","Non-trunk","E01033652",2018-05-17 19:05:00
"201806E143897",2018,"06E143897",385913,396480,-2.213654,53.464887,"Greater Manchester","Slight",1,1,2018-05-14,"Monday",09:05:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005063",2018-05-14 09:05:00
"201806E143954",2018,"06E143954",383566,396180,-2.24899,53.462123,"Greater Manchester","Slight",2,2,2018-05-17,"Thursday",15:05:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005208",2018-05-17 15:05:00
"201806E144004",2018,"06E144004",385129,395482,-2.225416,53.455895,"Greater Manchester","Slight",1,1,2018-05-08,"Tuesday",16:55:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01005288",2018-05-08 16:55:00
"201806E144018",2018,"06E144018",387566,393806,-2.188649,53.440894,"Greater Manchester","Slight",1,1,2018-05-22,"Tuesday",17:10:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005221",2018-05-22 17:10:00
"201806E144025",2018,"06E144025",385288,396425,-2.223065,53.464376,"Greater Manchester","Slight",2,1,2018-05-22,"Tuesday",18:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005062",2018-05-22 18:00:00
"201806E144065",2018,"06E144065",384728,394721,-2.231417,53.449043,"Greater Manchester","Serious",2,1,2018-05-19,"Saturday",23:20:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005241",2018-05-19 23:20:00
"201806E144083",2018,"06E144083",386341,396234,-2.207196,53.462687,"Greater Manchester","Serious",1,1,2018-05-24,"Thursday",19:50:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005239",2018-05-24 19:50:00
"201806E144089",2018,"06E144089",385225,395241,-2.223958,53.453732,"Greater Manchester","Slight",2,1,2018-05-11,"Friday",15:10:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005288",2018-05-11 15:10:00
"201806E144094",2018,"06E144094",385115,395532,-2.225629,53.456344,"Greater Manchester","Slight",2,1,2018-05-21,"Monday",16:40:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005284",2018-05-21 16:40:00
"201806E144100",2018,"06E144100",386254,394847,-2.208446,53.450218,"Greater Manchester","Slight",2,1,2018-05-21,"Monday",17:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005287",2018-05-21 17:30:00
"201806E144126",2018,"06E144126",385733,397496,-2.216411,53.474014,"Greater Manchester","Slight",2,1,2018-05-08,"Tuesday",08:10:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","Central refuge","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005061",2018-05-08 08:10:00
"201806E144141",2018,"06E144141",387017,395653,-2.19699,53.457482,"Greater Manchester","Slight",6,1,2018-05-20,"Sunday",22:21:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005234",2018-05-20 22:21:00
"201806E144171",2018,"06E144171",386634,395843,-2.202767,53.45918,"Greater Manchester","Slight",2,1,2018-05-17,"Thursday",15:20:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005232",2018-05-17 15:20:00
"201806E144347",2018,"06E144347",386586,395452,-2.203473,53.455665,"Greater Manchester","Serious",2,1,2018-05-16,"Wednesday",08:42:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005237",2018-05-16 08:42:00
"201806E144355",2018,"06E144355",386389,394344,-2.206391,53.445701,"Greater Manchester","Slight",3,1,2018-05-30,"Wednesday",09:55:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005280",2018-05-30 09:55:00
"201806E144425",2018,"06E144425",385058,395679,-2.226494,53.457664,"Greater Manchester","Slight",2,1,2018-05-31,"Thursday",13:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005284",2018-05-31 13:00:00
"201806E144440",2018,"06E144440",384445,395722,-2.235728,53.458033,"Greater Manchester","Slight",2,1,2018-05-18,"Friday",00:30:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005244",2018-05-18 00:30:00
"201806E144530",2018,"06E144530",386336,395150,-2.207224,53.452944,"Greater Manchester","Slight",2,1,2018-05-26,"Saturday",15:50:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Other","Wet or damp","None","None","Urban","No","Non-trunk","E01005287",2018-05-26 15:50:00
"201806E144538",2018,"06E144538",385446,395323,-2.220634,53.454475,"Greater Manchester","Slight",2,1,2018-06-06,"Wednesday",18:10:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005284",2018-06-06 18:10:00
"201806E144560",2018,"06E144560",384890,397368,-2.229106,53.47284,"Greater Manchester","Serious",2,1,2018-06-01,"Friday",16:15:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005065",2018-06-01 16:15:00
"201806E144561",2018,"06E144561",386286,396113,-2.208019,53.461598,"Greater Manchester","Serious",2,1,2018-05-18,"Friday",08:20:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","Road surface defective","None","Urban","No","Non-trunk","E01033657",2018-05-18 08:20:00
"201806E144760",2018,"06E144760",383707,397044,-2.246911,53.469893,"Greater Manchester","Slight",2,1,2018-05-03,"Thursday",09:03:00,"Manchester","E08000003","E08000003","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005212",2018-05-03 09:03:00
"201806E144786",2018,"06E144786",383832,395883,-2.244968,53.459461,"Greater Manchester","Slight",2,1,2018-06-04,"Monday",17:44:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","B",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005208",2018-06-04 17:44:00
"201806E144883",2018,"06E144883",384780,394743,-2.230635,53.449243,"Greater Manchester","Slight",2,2,2018-06-05,"Tuesday",22:32:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005180",2018-06-05 22:32:00
"201806E144929",2018,"06E144929",385317,397056,-2.222658,53.470048,"Greater Manchester","Slight",2,2,2018-06-14,"Thursday",18:00:00,"Manchester","E08000003","E08000003","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","Central refuge","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005065",2018-06-14 18:00:00
"201806E144958",2018,"06E144958",382608,397189,-2.263475,53.471161,"Greater Manchester","Slight",2,1,2018-06-14,"Thursday",17:44:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033660",2018-06-14 17:44:00
"201806E145006",2018,"06E145006",384227,396759,-2.239063,53.467347,"Greater Manchester","Slight",2,1,2018-06-19,"Tuesday",09:00:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005210",2018-06-19 09:00:00
"201806E145203",2018,"06E145203",384544,397178,-2.234309,53.471122,"Greater Manchester","Slight",2,1,2018-06-24,"Sunday",13:36:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005066",2018-06-24 13:36:00
"201806E145225",2018,"06E145225",382573,397073,-2.263996,53.470117,"Greater Manchester","Fatal",1,1,2018-06-28,"Thursday",21:23:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033672",2018-06-28 21:23:00
"201806E145255",2018,"06E145255",385094,395527,-2.225945,53.456299,"Greater Manchester","Serious",2,1,2018-06-05,"Tuesday",20:15:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Auto traffic signal","B",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","Other object on road","Urban","No","Non-trunk","E01005244",2018-06-05 20:15:00
"201806E145316",2018,"06E145316",386806,395196,-2.200149,53.453369,"Greater Manchester","Serious",2,1,2018-06-22,"Friday",12:30:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005237",2018-06-22 12:30:00
"201806E145375",2018,"06E145375",386736,395883,-2.201232,53.459543,"Greater Manchester","Slight",2,6,2018-02-18,"Sunday",22:05:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005232",2018-02-18 22:05:00
"201806E145394",2018,"06E145394",383519,395539,-2.249665,53.45636,"Greater Manchester","Slight",2,2,2018-06-30,"Saturday",18:45:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Zebra","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005245",2018-06-30 18:45:00
"201806E145444",2018,"06E145444",383523,396792,-2.24967,53.467622,"Greater Manchester","Slight",1,1,2018-05-25,"Friday",10:30:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005208",2018-05-25 10:30:00
"201806E145475",2018,"06E145475",384467,396286,-2.235425,53.463103,"Greater Manchester","Serious",1,1,2018-05-22,"Tuesday",08:55:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005209",2018-05-22 08:55:00
"201806E145534",2018,"06E145534",384240,395520,-2.238805,53.456211,"Greater Manchester","Slight",2,1,2018-06-17,"Sunday",23:05:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005245",2018-06-17 23:05:00
"201806E145567",2018,"06E145567",386115,396278,-2.210602,53.463077,"Greater Manchester","Slight",1,1,2018-05-08,"Tuesday",15:10:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005063",2018-05-08 15:10:00
"201806E145630",2018,"06E145630",386728,395910,-2.201354,53.459785,"Greater Manchester","Slight",2,2,2018-05-21,"Monday",15:15:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005232",2018-05-21 15:15:00
