"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"201806A140219",2018,"06A140219",383623,397469,-2.248199,53.47371,"Greater Manchester","Slight",2,1,2018-02-01,"Thursday",19:10:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Central refuge","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033656",2018-02-01 19:10:00
"201806A140267",2018,"06A140267",383475,397551,-2.250433,53.474443,"Greater Manchester","Slight",1,1,2018-01-21,"Sunday",04:25:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033683",2018-01-21 04:25:00
"201806A140282",2018,"06A140282",383858,398955,-2.244734,53.487074,"Greater Manchester","Slight",4,1,2018-02-04,"Sunday",01:45:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033658",2018-02-04 01:45:00
"201806A140370",2018,"06A140370",383858,397097,-2.244639,53.470374,"Greater Manchester","Slight",1,1,2018-02-01,"Thursday",23:58:00,"Manchester","E08000003","E08000003","A",NA,"One way street",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033656",2018-02-01 23:58:00
"201806A140427",2018,"06A140427",383580,397969,-2.248873,53.478203,"Greater Manchester","Slight",1,1,2018-01-21,"Sunday",00:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033677",2018-01-21 00:30:00
"201806A140473",2018,"06A140473",383649,397586,-2.247813,53.474763,"Greater Manchester","Slight",1,1,2018-02-08,"Thursday",03:29:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033677",2018-02-08 03:29:00
"201806A140532",2018,"06A140532",383468,397789,-2.250551,53.476582,"Greater Manchester","Slight",1,1,2018-02-10,"Saturday",00:45:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033677",2018-02-10 00:45:00
"201806A140536",2018,"06A140536",384087,397579,-2.241214,53.474713,"Greater Manchester","Slight",2,1,2018-01-19,"Friday",14:25:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","B",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033662",2018-01-19 14:25:00
"201806A140540",2018,"06A140540",384011,397748,-2.242367,53.47623,"Greater Manchester","Slight",1,1,2018-01-23,"Tuesday",14:05:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033662",2018-01-23 14:05:00
"201806A140635",2018,"06A140635",384382,398361,-2.236808,53.481751,"Greater Manchester","Slight",1,1,2018-01-13,"Saturday",20:26:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033667",2018-01-13 20:26:00
"201806A140850",2018,"06A140850",383620,397400,-2.24824,53.47309,"Greater Manchester","Serious",1,1,2018-02-13,"Tuesday",09:40:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033656",2018-02-13 09:40:00
"201806A141069",2018,"06A141069",384121,398253,-2.240735,53.480772,"Greater Manchester","Slight",2,1,2018-02-13,"Tuesday",16:47:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",20,"Crossroads","Stop sign","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Dry","Roadworks","None","Urban","No","Non-trunk","E01033653",2018-02-13 16:47:00
"201806A141093",2018,"06A141093",384163,397417,-2.240061,53.473259,"Greater Manchester","Slight",1,1,2018-02-23,"Friday",14:20:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005128",2018-02-23 14:20:00
"201806A141120",2018,"06A141120",383628,398261,-2.248165,53.480829,"Greater Manchester","Slight",2,1,2018-02-20,"Tuesday",12:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033658",2018-02-20 12:30:00
"201806A141328",2018,"06A141328",384328,398932,-2.23765,53.486881,"Greater Manchester","Slight",2,1,2018-01-31,"Wednesday",10:50:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033664",2018-01-31 10:50:00
"201806A141382",2018,"06A141382",383609,398004,-2.248437,53.478518,"Greater Manchester","Slight",1,1,2018-03-02,"Friday",13:53:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine + high winds","Frost or ice","None","None","Urban","No","Non-trunk","E01033677",2018-03-02 13:53:00
"201806A141415",2018,"06A141415",384566,397977,-2.234017,53.478305,"Greater Manchester","Serious",2,13,2018-03-07,"Wednesday",07:20:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033654",2018-03-07 07:20:00
"201806A141503",2018,"06A141503",384916,398446,-2.228766,53.48253,"Greater Manchester","Slight",2,1,2018-08-21,"Tuesday",15:40:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033659",2018-08-21 15:40:00
"201806A141766",2018,"06A141766",384380,397806,-2.236811,53.476762,"Greater Manchester","Serious",2,1,2018-03-21,"Wednesday",09:15:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033653",2018-03-21 09:15:00
"201806A141828",2018,"06A141828",384159,399025,-2.240202,53.487712,"Greater Manchester","Serious",1,1,2018-03-18,"Sunday",07:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"More than 4 arms (not roundabout)","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Snowing + high winds","Snow","None","None","Urban","Yes","Non-trunk","E01033658",2018-03-18 07:00:00
"201806A142025",2018,"06A142025",384383,397242,-2.236737,53.471693,"Greater Manchester","Slight",2,1,2018-03-31,"Saturday",21:30:00,"Manchester","E08000003","E08000003","A(M)",NA,"Slip road",30,"Slip road","Give way or uncontrolled","A(M)",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005066",2018-03-31 21:30:00
"201806A142158",2018,"06A142158",384397,397426,-2.236536,53.473347,"Greater Manchester","Serious",1,1,2018-03-29,"Thursday",18:04:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005128",2018-03-29 18:04:00
"201806A142275",2018,"06A142275",384416,398487,-2.236302,53.482884,"Greater Manchester","Slight",1,1,2018-03-31,"Saturday",15:21:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033667",2018-03-31 15:21:00
"201806A142403",2018,"06A142403",384293,398741,-2.238168,53.485163,"Greater Manchester","Serious",1,1,2018-04-02,"Monday",09:10:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",20,"More than 4 arms (not roundabout)","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033664",2018-04-02 09:10:00
"201806A142451",2018,"06A142451",384568,397908,-2.233983,53.477684,"Greater Manchester","Slight",2,1,2018-03-30,"Friday",17:55:00,"Manchester","E08000003","E08000003","A",NA,"One way street",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Unknown","Wet or damp","None","None","Urban","No","Non-trunk","E01033654",2018-03-30 17:55:00
"201806A142647",2018,"06A142647",384559,397916,-2.234119,53.477756,"Greater Manchester","Slight",2,1,2018-03-28,"Wednesday",20:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","Roadworks","Other object on road","Urban","No","Non-trunk","E01033654",2018-03-28 20:00:00
"201806A142701",2018,"06A142701",382982,397192,-2.257841,53.4712,"Greater Manchester","Slight",2,2,2018-04-09,"Monday",10:40:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Unknown","Dry","None","None","Urban","Yes","Non-trunk","E01033672",2018-04-09 10:40:00
"201806A142730",2018,"06A142730",385046,398330,-2.226801,53.481491,"Greater Manchester","Slight",2,1,2018-04-03,"Tuesday",16:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033659",2018-04-03 16:00:00
"201806A142798",2018,"06A142798",383725,398480,-2.246714,53.4828,"Greater Manchester","Slight",2,1,2018-04-21,"Saturday",20:11:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights unlit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033658",2018-04-21 20:11:00
"201806A142806",2018,"06A142806",384317,398758,-2.237807,53.485317,"Greater Manchester","Serious",2,1,2018-04-17,"Tuesday",06:50:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",20,"Private drive or entrance","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033664",2018-04-17 06:50:00
"201806A142911",2018,"06A142911",384182,397992,-2.239803,53.478428,"Greater Manchester","Slight",1,1,2018-04-09,"Monday",12:15:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",20,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033653",2018-04-09 12:15:00
"201806A142963",2018,"06A142963",384170,399017,-2.240036,53.48764,"Greater Manchester","Serious",2,1,2018-04-20,"Friday",15:20:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033658",2018-04-20 15:20:00
"201806A143310",2018,"06A143310",384771,397706,-2.230915,53.475875,"Greater Manchester","Slight",2,1,2018-03-14,"Wednesday",07:40:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033654",2018-03-14 07:40:00
"201806A143366",2018,"06A143366",383425,397664,-2.251192,53.475457,"Greater Manchester","Slight",2,1,2018-05-05,"Saturday",17:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033683",2018-05-05 17:30:00
"201806A143444",2018,"06A143444",383962,397515,-2.243094,53.474134,"Greater Manchester","Serious",1,1,2018-05-05,"Saturday",03:27:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033662",2018-05-05 03:27:00
"201806A143643",2018,"06A143643",384580,398178,-2.233815,53.480112,"Greater Manchester","Slight",1,1,2018-05-09,"Wednesday",10:50:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033653",2018-05-09 10:50:00
"201806A143649",2018,"06A143649",383979,397532,-2.242839,53.474287,"Greater Manchester","Slight",2,1,2018-05-09,"Wednesday",19:25:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","Other object on road","Urban","Yes","Non-trunk","E01033677",2018-05-09 19:25:00
"201806A143650",2018,"06A143650",383398,397557,-2.251593,53.474494,"Greater Manchester","Slight",1,1,2018-05-06,"Sunday",23:25:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033683",2018-05-06 23:25:00
"201806A143668",2018,"06A143668",384832,397644,-2.229993,53.475319,"Greater Manchester","Slight",1,1,2018-05-10,"Thursday",08:59:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033654",2018-05-10 08:59:00
"201806A143744",2018,"06A143744",383736,398507,-2.24655,53.483043,"Greater Manchester","Serious",1,1,2018-05-07,"Monday",00:46:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033658",2018-05-07 00:46:00
"201806A143831",2018,"06A143831",383776,398210,-2.245932,53.480375,"Greater Manchester","Slight",2,1,2018-05-17,"Thursday",07:57:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033658",2018-05-17 07:57:00
"201806A143943",2018,"06A143943",384337,398491,-2.237493,53.482918,"Greater Manchester","Slight",2,1,2018-05-09,"Wednesday",09:45:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033667",2018-05-09 09:45:00
"201806A143963",2018,"06A143963",383664,398535,-2.247636,53.483293,"Greater Manchester","Slight",2,1,2018-05-13,"Sunday",20:35:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033658",2018-05-13 20:35:00
"201806A144240",2018,"06A144240",384067,398807,-2.241577,53.48575,"Greater Manchester","Fatal",1,1,2018-06-02,"Saturday",11:08:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033664",2018-06-02 11:08:00
"201806A144271",2018,"06A144271",385124,397452,-2.225584,53.473602,"Greater Manchester","Slight",2,2,2018-05-27,"Sunday",20:45:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",40,"Slip road","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005065",2018-05-27 20:45:00
"201806A144315",2018,"06A144315",383579,398105,-2.248895,53.479425,"Greater Manchester","Slight",1,1,2018-05-18,"Friday",10:40:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Other","Dry","None","None","Urban","Yes","Non-trunk","E01033658",2018-05-18 10:40:00
"201806A144354",2018,"06A144354",383447,397858,-2.250871,53.477201,"Greater Manchester","Slight",2,1,2018-05-20,"Sunday",04:53:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033682",2018-05-20 04:53:00
