"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"2019140886464",2019,"140886464",438530,389602,-1.421955,53.40186,"South Yorkshire","Slight",2,1,2019-09-14,"Saturday",18:25:00,"Sheffield","E08000019","E08000019","A",NA,"Roundabout",40,"Roundabout","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01007904",2019-09-14 18:25:00
"2019140886589",2019,"140886589",436931,389528,-1.446012,53.401309,"South Yorkshire","Slight",4,1,2019-10-09,"Wednesday",10:00:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01007873",2019-10-09 10:00:00
"2019140886755",2019,"140886755",442612,384561,-1.361242,53.356239,"South Yorkshire","Slight",2,1,2019-10-11,"Friday",07:08:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01007969",2019-10-11 07:08:00
"2019140887073",2019,"140887073",436098,389595,-1.458532,53.401968,"South Yorkshire","Serious",1,1,2019-10-12,"Saturday",11:05:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01007869",2019-10-12 11:05:00
"2019140887105",2019,"140887105",438892,389467,-1.416527,53.40062,"South Yorkshire","Slight",2,1,2019-10-12,"Saturday",17:09:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01007904",2019-10-12 17:09:00
"2019140887178",2019,"140887178",434164,385421,-1.488069,53.36458,"South Yorkshire","Slight",2,1,2019-10-12,"Saturday",09:43:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01008049",2019-10-12 09:43:00
"2019140887243",2019,"140887243",434286,386278,-1.486143,53.372275,"South Yorkshire","Serious",1,1,2019-10-12,"Saturday",22:55:00,"Sheffield","E08000019","E08000019","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01008104",2019-10-12 22:55:00
"2019140887256",2019,"140887256",438113,387153,-1.428521,53.379878,"South Yorkshire","Fatal",1,1,2019-10-13,"Sunday",19:25:00,"Sheffield","E08000019","E08000019","A",NA,"Dual carriageway",50,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01008015",2019-10-13 19:25:00
"2019140887265",2019,"140887265",437448,386414,-1.438604,53.373283,"South Yorkshire","Slight",2,1,2019-10-13,"Sunday",23:50:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01007881",2019-10-13 23:50:00
"2019140887310",2019,"140887310",432387,389091,-1.514398,53.397678,"South Yorkshire","Slight",2,2,2019-10-13,"Sunday",16:30:00,"Sheffield","E08000019","E08000019","B",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01008160",2019-10-13 16:30:00
"2019140887627",2019,"140887627",422297,390443,-1.666042,53.41035,"South Yorkshire","Slight",2,1,2019-10-14,"Monday",08:53:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Non-trunk","E01008128",2019-10-14 08:53:00
"2019140887683",2019,"140887683",435651,385862,-1.465675,53.368446,"South Yorkshire","Slight",2,2,2019-10-14,"Monday",16:32:00,"Sheffield","E08000019","E08000019","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01008099",2019-10-14 16:32:00
"2019140888066",2019,"140888066",434937,385341,-1.476462,53.36381,"South Yorkshire","Serious",1,1,2019-10-14,"Monday",20:43:00,"Sheffield","E08000019","E08000019","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01008112",2019-10-14 20:43:00
"2019140888538",2019,"140888538",433306,389693,-1.500514,53.403032,"South Yorkshire","Serious",1,1,2019-10-16,"Wednesday",10:52:00,"Sheffield","E08000019","E08000019","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01008093",2019-10-16 10:52:00
"2019140888572",2019,"140888572",434377,388293,-1.484558,53.39038,"South Yorkshire","Slight",3,1,2019-10-16,"Wednesday",15:11:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01008065",2019-10-16 15:11:00
"2019140888597",2019,"140888597",439734,384012,-1.404548,53.351528,"South Yorkshire","Serious",2,1,2019-10-16,"Wednesday",19:20:00,"Sheffield","E08000019","E08000019","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Central refuge","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01007839",2019-10-16 19:20:00
"2019140888778",2019,"140888778",433616,386549,-1.496184,53.374753,"South Yorkshire","Slight",2,1,2019-10-15,"Tuesday",09:50:00,"Sheffield","E08000019","E08000019","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Other","Wet or damp","None","None","Urban","No","Non-trunk","E01007860",2019-10-15 09:50:00
"2019140888837",2019,"140888837",434002,386981,-1.490336,53.378612,"South Yorkshire","Serious",2,1,2019-10-15,"Tuesday",19:00:00,"Sheffield","E08000019","E08000019","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lighting unknown","Fine no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01007860",2019-10-15 19:00:00
"2019140888878",2019,"140888878",436351,385226,-1.455228,53.362682,"South Yorkshire","Serious",2,1,2019-10-16,"Wednesday",08:30:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01008101",2019-10-16 08:30:00
"2019140889271",2019,"140889271",435227,386010,-1.47203,53.369804,"South Yorkshire","Serious",2,1,2019-10-10,"Thursday",16:50:00,"Sheffield","E08000019","E08000019","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01008108",2019-10-10 16:50:00
"2019140889416",2019,"140889416",442933,381304,-1.356861,53.326939,"South Yorkshire","Slight",1,2,2019-10-18,"Friday",15:07:00,"Sheffield","E08000019","E08000019","B",NA,"Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","No","Non-trunk","E01008024",2019-10-18 15:07:00
"2019140889537",2019,"140889537",434231,392928,-1.486252,53.432049,"South Yorkshire","Slight",2,2,2019-10-18,"Friday",14:51:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Unknown","Dry","None","None","Urban","Yes","Non-trunk","E01008117",2019-10-18 14:51:00
"2019140889556",2019,"140889556",433417,396341,-1.498141,53.462778,"South Yorkshire","Serious",1,1,2019-09-14,"Saturday",02:34:00,"Sheffield","E08000019","E08000019","B",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Rural","Yes","Non-trunk","E01007893",2019-09-14 02:34:00
"2019140889558",2019,"140889558",433502,390393,-1.497492,53.409311,"South Yorkshire","Slight",1,1,2019-10-18,"Friday",09:55:00,"Sheffield","E08000019","E08000019","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01008091",2019-10-18 09:55:00
"2019140889634",2019,"140889634",436089,388614,-1.458779,53.393151,"South Yorkshire","Slight",2,1,2019-10-18,"Friday",11:00:00,"Sheffield","E08000019","E08000019","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01007875",2019-10-18 11:00:00
"2019140889817",2019,"140889817",435219,387667,-1.471967,53.384698,"South Yorkshire","Slight",1,1,2019-10-20,"Sunday",18:40:00,"Sheffield","E08000019","E08000019","B",NA,"Dual carriageway",30,"More than 4 arms (not roundabout)","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033261",2019-10-20 18:40:00
"2019140890181",2019,"140890181",443647,381201,-1.346156,53.325955,"South Yorkshire","Serious",1,2,2019-10-21,"Monday",12:15:00,"Sheffield","E08000019","E08000019","B",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01008019",2019-10-21 12:15:00
"2019140890234",2019,"140890234",436214,388552,-1.456907,53.392586,"South Yorkshire","Slight",1,1,2019-10-18,"Friday",14:45:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Unknown","Dry","None","None","Urban","No","Non-trunk","E01033269",2019-10-18 14:45:00
"2019140890270",2019,"140890270",444529,382230,-1.33277,53.33513,"South Yorkshire","Serious",2,1,2019-10-21,"Monday",19:50:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01008041",2019-10-21 19:50:00
"2019140890463",2019,"140890463",434065,387073,-1.489379,53.379434,"South Yorkshire","Serious",2,1,2019-10-22,"Tuesday",08:50:00,"Sheffield","E08000019","E08000019","B",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01007860",2019-10-22 08:50:00
"2019140890613",2019,"140890613",436872,387659,-1.447117,53.384514,"South Yorkshire","Slight",5,2,2019-10-22,"Tuesday",08:00:00,"Sheffield","E08000019","E08000019","A",NA,"Dual carriageway",50,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01007885",2019-10-22 08:00:00
"2019140890662",2019,"140890662",438789,392000,-1.417766,53.423394,"South Yorkshire","Slight",2,1,2019-10-20,"Sunday",17:10:00,"Sheffield","E08000019","E08000019","B",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01007852",2019-10-20 17:10:00
"2019140890687",2019,"140890687",434280,387164,-1.486138,53.380239,"South Yorkshire","Serious",2,2,2019-09-26,"Thursday",02:58:00,"Sheffield","E08000019","E08000019","B",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01007866",2019-09-26 02:58:00
"2019140891005",2019,"140891005",434971,388676,-1.475584,53.393783,"South Yorkshire","Slight",2,1,2019-10-23,"Wednesday",11:48:00,"Sheffield","E08000019","E08000019","B",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033270",2019-10-23 11:48:00
"2019140891399",2019,"140891399",435204,381217,-1.472907,53.326725,"South Yorkshire","Serious",2,1,2019-10-23,"Wednesday",07:00:00,"Sheffield","E08000019","E08000019","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","No","Non-trunk","E01008079",2019-10-23 07:00:00
"2019140891402",2019,"140891402",439292,382923,-1.411322,53.341773,"South Yorkshire","Serious",1,1,2019-10-24,"Thursday",16:34:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01007843",2019-10-24 16:34:00
"2019140891413",2019,"140891413",432512,382731,-1.513168,53.340505,"South Yorkshire","Serious",1,1,2019-10-24,"Thursday",18:46:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Rural","Yes","Non-trunk","E01007932",2019-10-24 18:46:00
"2019140891641",2019,"140891641",434929,386647,-1.476439,53.375549,"South Yorkshire","Slight",2,1,2019-10-24,"Thursday",21:30:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Dual carriageway",30,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Other","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033274",2019-10-24 21:30:00
"2019140891822",2019,"140891822",439097,390159,-1.413359,53.406825,"South Yorkshire","Slight",2,1,2019-10-23,"Wednesday",12:55:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Unknown",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01007913",2019-10-23 12:55:00
"2019140891855",2019,"140891855",432069,384283,-1.519665,53.354481,"South Yorkshire","Slight",2,1,2019-10-25,"Friday",22:43:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01007928",2019-10-25 22:43:00
"2019140891859",2019,"140891859",435297,383904,-1.471212,53.35087,"South Yorkshire","Serious",1,1,2019-10-26,"Saturday",01:05:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01007985",2019-10-26 01:05:00
"2019140892460",2019,"140892460",434639,381512,-1.481358,53.329414,"South Yorkshire","Slight",1,1,2019-10-28,"Monday",15:20:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01008080",2019-10-28 15:20:00
"2019140892815",2019,"140892815",439060,386720,-1.414339,53.375917,"South Yorkshire","Slight",2,1,2019-10-29,"Tuesday",12:10:00,"Sheffield","E08000019","E08000019","A",NA,"Roundabout",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01008016",2019-10-29 12:10:00
"2019140892822",2019,"140892822",435733,387496,-1.464259,53.383127,"South Yorkshire","Slight",1,1,2019-10-29,"Tuesday",13:09:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033268",2019-10-29 13:09:00
"2019140892835",2019,"140892835",434941,386370,-1.476289,53.373059,"South Yorkshire","Slight",1,1,2019-10-29,"Tuesday",11:01:00,"Sheffield","E08000019","E08000019","A",NA,"Dual carriageway",40,"Crossroads","Auto traffic signal","B",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033271",2019-10-29 11:01:00
"2019140892882",2019,"140892882",433441,391451,-1.498298,53.418824,"South Yorkshire","Serious",2,2,2019-10-29,"Tuesday",18:40:00,"Sheffield","E08000019","E08000019","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01008091",2019-10-29 18:40:00
"2019140892896",2019,"140892896",438125,385034,-1.428595,53.360832,"South Yorkshire","Slight",2,3,2019-10-30,"Wednesday",02:51:00,"Sheffield","E08000019","E08000019","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01008013",2019-10-30 02:51:00
"2019140892945",2019,"140892945",434450,388364,-1.483452,53.391013,"South Yorkshire","Serious",2,1,2019-10-30,"Wednesday",07:30:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01008065",2019-10-30 07:30:00
"2019140893062",2019,"140893062",442429,384703,-1.363972,53.35753,"South Yorkshire","Slight",3,1,2019-10-30,"Wednesday",07:45:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Other","Dry","None","None","Urban","Yes","Non-trunk","E01007969",2019-10-30 07:45:00
"2019140893274",2019,"140893274",435291,388286,-1.470815,53.390257,"South Yorkshire","Slight",2,1,2019-10-30,"Wednesday",16:45:00,"Sheffield","E08000019","E08000019","B",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033270",2019-10-30 16:45:00
"2019140893356",2019,"140893356",428566,381240,-1.572565,53.32733,"South Yorkshire","Serious",2,5,2019-10-26,"Saturday",23:09:00,"Sheffield","E08000019","E08000019","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining no high winds","Wet or damp","None","None","Rural","Yes","Non-trunk","E01007956",2019-10-26 23:09:00
"2019140893380",2019,"140893380",435146,381258,-1.473773,53.327097,"South Yorkshire","Slight",2,1,2019-10-03,"Thursday",20:17:00,"Sheffield","E08000019","E08000019","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Unknown","Dry","None","None","Urban","No","Non-trunk","E01008079",2019-10-03 20:17:00
"2019140893587",2019,"140893587",431624,382969,-1.526481,53.342697,"South Yorkshire","Serious",1,1,2019-10-27,"Sunday",02:45:00,"Sheffield","E08000019","E08000019","A",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01007933",2019-10-27 02:45:00
"2019140893604",2019,"140893604",434298,384174,-1.48619,53.353363,"South Yorkshire","Serious",1,1,2019-10-26,"Saturday",22:56:00,"Sheffield","E08000019","E08000019","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01008046",2019-10-26 22:56:00
"2019140893627",2019,"140893627",435824,387918,-1.462843,53.386914,"South Yorkshire","Slight",2,1,2019-10-03,"Thursday",14:30:00,"Sheffield","E08000019","E08000019","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033270",2019-10-03 14:30:00
"2019140893628",2019,"140893628",431191,379933,-1.533282,53.315434,"South Yorkshire","Serious",1,1,2019-10-26,"Saturday",22:40:00,"Sheffield","E08000019","E08000019","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01007923",2019-10-26 22:40:00
"2019140893877",2019,"140893877",438153,389966,-1.427581,53.405159,"South Yorkshire","Serious",2,4,2019-10-31,"Thursday",20:50:00,"Sheffield","E08000019","E08000019","A",NA,"Roundabout",40,"Other junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Wet or damp","Auto signal part defective","None","Urban","Yes","Non-trunk","E01033269",2019-10-31 20:50:00
