"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"201606A010584",2016,"06A010584",385642,397831,-2.21781,53.476999,"Greater Manchester","Slight",2,1,2016-01-07,"Thursday",05:02:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033688",2016-01-07 05:02:00
"201606A010605",2016,"06A010605",385552,399859,-2.21926,53.495225,"Greater Manchester","Slight",2,2,2016-01-01,"Friday",16:10:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005130",2016-01-01 16:10:00
"201606A010608",2016,"06A010608",384320,397595,-2.237717,53.47484,"Greater Manchester","Serious",2,1,2016-01-07,"Thursday",18:57:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01005128",2016-01-07 18:57:00
"201606A010672",2016,"06A010672",384390,398020,-2.236683,53.478662,"Greater Manchester","Slight",1,1,2016-01-08,"Friday",17:20:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033653",2016-01-08 17:20:00
"201606A010731",2016,"06A010731",384343,398495,-2.237415,53.48293,"Greater Manchester","Slight",1,1,2016-01-08,"Friday",12:40:00,"Manchester","E08000003","E08000003","A",NA,"One way street",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033667",2016-01-08 12:40:00
"201606A010928",2016,"06A010928",384297,397499,-2.238058,53.473976,"Greater Manchester","Serious",2,1,2016-01-11,"Monday",10:05:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005128",2016-01-11 10:05:00
"201606A011085",2016,"06A011085",387970,398688,-2.182766,53.484761,"Greater Manchester","Serious",2,1,2016-01-11,"Monday",04:30:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005092",2016-01-11 04:30:00
"201606A011100",2016,"06A011100",384846,397511,-2.229788,53.4741,"Greater Manchester","Slight",2,1,2016-01-19,"Tuesday",19:55:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Slip road","Auto traffic signal","A(M)",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033654",2016-01-19 19:55:00
"201606A011277",2016,"06A011277",383759,398215,-2.246201,53.480395,"Greater Manchester","Slight",2,1,2016-01-01,"Friday",23:07:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033658",2016-01-01 23:07:00
"201606A011293",2016,"06A011293",384051,397879,-2.241784,53.477384,"Greater Manchester","Slight",1,1,2016-01-20,"Wednesday",18:07:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033653",2016-01-20 18:07:00
"201606A011367",2016,"06A011367",383924,397497,-2.243678,53.473947,"Greater Manchester","Slight",2,1,2016-01-19,"Tuesday",19:40:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033662",2016-01-19 19:40:00
"201606A011465",2016,"06A011465",385112,397824,-2.225795,53.476921,"Greater Manchester","Slight",1,1,2016-01-18,"Monday",19:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033661",2016-01-18 19:00:00
"201606A011525",2016,"06A011525",384371,399707,-2.237054,53.493825,"Greater Manchester","Serious",3,3,2016-01-20,"Wednesday",10:45:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","Road sign or marking defective or obscured","None","Urban","Yes","Non-trunk","E01033665",2016-01-20 10:45:00
"201606A011530",2016,"06A011530",388150,400731,-2.180132,53.503128,"Greater Manchester","Slight",2,1,2016-01-21,"Thursday",19:50:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Other junction","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005256",2016-01-21 19:50:00
"201606A011630",2016,"06A011630",387066,400422,-2.196462,53.500325,"Greater Manchester","Slight",2,1,2016-01-26,"Tuesday",08:20:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine + high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005257",2016-01-26 08:20:00
"201606A011633",2016,"06A011633",386969,403656,-2.19806,53.529392,"Greater Manchester","Slight",1,1,2016-01-20,"Wednesday",15:20:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005139",2016-01-20 15:20:00
"201606A011644",2016,"06A011644",387286,400552,-2.19315,53.501499,"Greater Manchester","Slight",2,1,2016-01-23,"Saturday",19:35:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","B",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005257",2016-01-23 19:35:00
"201606A011653",2016,"06A011653",384174,397430,-2.239908,53.473352,"Greater Manchester","Slight",2,1,2016-01-23,"Saturday",16:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033662",2016-01-23 16:00:00
"201606A011656",2016,"06A011656",384446,398849,-2.235881,53.486115,"Greater Manchester","Slight",1,1,2016-01-25,"Monday",08:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033667",2016-01-25 08:30:00
"201606A011744",2016,"06A011744",387362,401336,-2.192036,53.508548,"Greater Manchester","Slight",1,2,2016-01-27,"Wednesday",18:05:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005225",2016-01-27 18:05:00
"201606A011748",2016,"06A011748",384261,397984,-2.238625,53.478334,"Greater Manchester","Slight",1,1,2016-01-20,"Wednesday",16:45:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","Central refuge","Darkness - lighting unknown","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033653",2016-01-20 16:45:00
"201606A011749",2016,"06A011749",385457,400133,-2.220705,53.497685,"Greater Manchester","Slight",2,1,2016-01-15,"Friday",13:55:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033676",2016-01-15 13:55:00
"201606A011835",2016,"06A011835",384297,397683,-2.238068,53.47563,"Greater Manchester","Slight",2,1,2016-02-04,"Thursday",06:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","B",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033662",2016-02-04 06:30:00
"201606A011838",2016,"06A011838",387995,396160,-2.182292,53.462038,"Greater Manchester","Slight",2,1,2016-01-31,"Sunday",17:40:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lighting unknown","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005201",2016-01-31 17:40:00
"201606A011841",2016,"06A011841",387204,401634,-2.194431,53.511223,"Greater Manchester","Serious",3,1,2016-02-01,"Monday",15:20:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005226",2016-02-01 15:20:00
"201606A011848",2016,"06A011848",384321,397865,-2.237715,53.477266,"Greater Manchester","Slight",2,4,2016-02-02,"Tuesday",09:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033653",2016-02-02 09:00:00
"201606A011883",2016,"06A011883",387117,402999,-2.1958,53.52349,"Greater Manchester","Serious",2,1,2016-02-05,"Friday",07:20:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005141",2016-02-05 07:20:00
"201606A011917",2016,"06A011917",385808,398262,-2.215328,53.480877,"Greater Manchester","Slight",2,1,2016-02-02,"Tuesday",15:30:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Control by other authorised person","Zebra","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033688",2016-02-02 15:30:00
"201606A011948",2016,"06A011948",387627,398527,-2.187929,53.483306,"Greater Manchester","Slight",1,1,2016-02-01,"Monday",18:40:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033669",2016-02-01 18:40:00
"201606A012074",2016,"06A012074",385158,400644,-2.225236,53.50227,"Greater Manchester","Slight",2,1,2016-01-19,"Tuesday",23:40:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Other","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005146",2016-01-19 23:40:00
"201606A012150",2016,"06A012150",387158,398326,-2.194988,53.481488,"Greater Manchester","Slight",1,1,2016-02-17,"Wednesday",10:10:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Raining + high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005106",2016-02-17 10:10:00
"201606A012225",2016,"06A012225",384980,397734,-2.22778,53.476108,"Greater Manchester","Serious",2,1,2016-02-08,"Monday",05:40:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"More than 4 arms (not roundabout)","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033661",2016-02-08 05:40:00
"201606A012250",2016,"06A012250",388439,402372,-2.175836,53.517885,"Greater Manchester","Slight",1,1,2016-02-09,"Tuesday",19:20:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005250",2016-02-09 19:20:00
"201606A012265",2016,"06A012265",386286,403993,-2.208378,53.532403,"Greater Manchester","Slight",2,2,2016-02-11,"Thursday",18:15:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005135",2016-02-11 18:15:00
"201606A012347",2016,"06A012347",388373,396120,-2.176597,53.461687,"Greater Manchester","Slight",2,1,2016-02-22,"Monday",08:46:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005197",2016-02-22 08:46:00
"201606A012357",2016,"06A012357",384403,398313,-2.236502,53.481296,"Greater Manchester","Slight",1,1,2016-02-10,"Wednesday",14:35:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","One way street",20,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033653",2016-02-10 14:35:00
"201606A012384",2016,"06A012384",385692,400982,-2.217201,53.505323,"Greater Manchester","Slight",1,1,2016-02-13,"Saturday",10:50:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005203",2016-02-13 10:50:00
"201606A012396",2016,"06A012396",384611,398321,-2.233368,53.481374,"Greater Manchester","Slight",1,1,2016-02-08,"Monday",12:40:00,"Manchester","E08000003","E08000003","B",NA,"One way street",30,"T or staggered junction","Stop sign","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033653",2016-02-08 12:40:00
"201606A012425",2016,"06A012425",384180,401194,-2.240009,53.507185,"Greater Manchester","Slight",2,1,2016-02-10,"Wednesday",19:20:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005145",2016-02-10 19:20:00
"201606A012487",2016,"06A012487",384190,399663,-2.23978,53.493424,"Greater Manchester","Slight",2,2,2016-02-20,"Saturday",16:02:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033665",2016-02-20 16:02:00
"201606A012516",2016,"06A012516",383709,399087,-2.247,53.488232,"Greater Manchester","Slight",2,4,2016-01-23,"Saturday",05:44:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033674",2016-01-23 05:44:00
"201606A012534",2016,"06A012534",384076,399332,-2.241482,53.490445,"Greater Manchester","Slight",3,1,2016-02-22,"Monday",16:53:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033655",2016-02-22 16:53:00
"201606A012596",2016,"06A012596",383785,399113,-2.245856,53.488468,"Greater Manchester","Slight",2,5,2016-01-31,"Sunday",18:25:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033674",2016-01-31 18:25:00
"201606A012609",2016,"06A012609",385252,399085,-2.223745,53.48826,"Greater Manchester","Slight",3,1,2016-01-23,"Saturday",09:11:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005130",2016-01-23 09:11:00
"201606A012646",2016,"06A012646",384142,397884,-2.240413,53.477432,"Greater Manchester","Slight",2,1,2016-02-06,"Saturday",03:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033653",2016-02-06 03:00:00
"201606A012698",2016,"06A012698",389511,397352,-2.159499,53.472785,"Greater Manchester","Slight",2,1,2016-02-05,"Friday",08:05:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033666",2016-02-05 08:05:00
